name,degrees,nationality,age,cleaned_name,Mission.Role,degree level,major,major category
Dafydd Rhys Williams,"Doctor of Medicine and Master of Surgery (McGill University, 1983)",Canada,71.0,Dafydd Rhys Williams,msp,doctor,Medicine and Master of Surgery,natural science
Dafydd Rhys Williams,"Bachelor of Science in biology (McGill University, 1976)",Canada,71.0,Dafydd Rhys Williams,msp,bachelor,Science in biology,natural science
Dafydd Rhys Williams,"Master of Science in physiology (McGill University, 1983)",Canada,71.0,Dafydd Rhys Williams,msp,bachelor,Science in physiology,natural science
Dafydd Rhys Williams,"Doctor of Medicine and Master of Surgery (McGill University, 1983)",Canada,71.0,Dafydd Rhys Williams,msp,doctor,Medicine and Master of Surgery,natural science
Dale Gardner,"Engineering Physics (University of Illinois at Urbana-Champaign, 1970)",United States,,Dale Gardner,msp,bachelor,Physics,natural science
Dale Gardner,"Engineering Physics (University of Illinois at Urbana-Champaign, 1970)",United States,,Dale Gardner,msp,bachelor,Physics,natural science
Daniel Burbank,"BS (United States Coast Guard Academy, 1985)",American,64.0,Daniel Burbank,msp,bachelor,,
Daniel Burbank,MS Aeronautical Science (Embry-Riddle Aeronautical University),American,64.0,Daniel Burbank,msp,master,,
Daniel Burbank,"BS (United States Coast Guard Academy, 1985)",American,64.0,Daniel Burbank,msp,bachelor,,
Daniel Burbank,MS Aeronautical Science (Embry-Riddle Aeronautical University),American,64.0,Daniel Burbank,msp,master,,
Daniel Burbank,"BS (United States Coast Guard Academy, 1985)",American,64.0,Daniel Burbank,commander,bachelor,,
Daniel Burbank,MS Aeronautical Science (Embry-Riddle Aeronautical University),American,64.0,Daniel Burbank,commander,master,,
Daniel Tani,"Bachelor of Science in mechanical engineering (Massachusetts Institute of Technology, 1984)",United States,64.0,Daniel Tani,msp,bachelor,Science in mechanical engineering,engineering
Daniel Tani,"Master of Science in mechanical engineering (Massachusetts Institute of Technology, 1988)",United States,64.0,Daniel Tani,msp,bachelor,Science in mechanical engineering,engineering
Daniel Tani,"Bachelor of Science in mechanical engineering (Massachusetts Institute of Technology, 1984)",United States,64.0,Daniel Tani,msp,bachelor,Science in mechanical engineering,engineering
Daniel Tani,"Master of Science in mechanical engineering (Massachusetts Institute of Technology, 1988)",United States,64.0,Daniel Tani,msp,bachelor,Science in mechanical engineering,engineering
Daniel Barry,"Bachelor of Science in Electrical Engineering (Cornell University, 1975)",American,71.0,Daniel Barry,msp,bachelor,Science in Electrical Engineering,engineering
Daniel Barry,"Ph.D. in Electrical Engineering and Computer Science (Princeton University, 1980)",American,71.0,Daniel Barry,msp,doctor,Electrical Engineering and Computer Science,engineering
Daniel Barry,"Doctor of Medicine (Miller School of Medicine, University of Miami, 1982)",American,71.0,Daniel Barry,msp,doctor,Medicine,natural science
Daniel Barry,"Bachelor of Science in Electrical Engineering (Cornell University, 1975)",American,71.0,Daniel Barry,msp,bachelor,Science in Electrical Engineering,engineering
Daniel Barry,"Ph.D. in Electrical Engineering and Computer Science (Princeton University, 1980)",American,71.0,Daniel Barry,msp,doctor,Electrical Engineering and Computer Science,engineering
Daniel Barry,"Doctor of Medicine (Miller School of Medicine, University of Miami, 1982)",American,71.0,Daniel Barry,msp,doctor,Medicine,natural science
Daniel Barry,"Bachelor of Science in Electrical Engineering (Cornell University, 1975)",American,71.0,Daniel Barry,msp,bachelor,Science in Electrical Engineering,engineering
Daniel Barry,"Ph.D. in Electrical Engineering and Computer Science (Princeton University, 1980)",American,71.0,Daniel Barry,msp,doctor,Electrical Engineering and Computer Science,engineering
Daniel Barry,"Doctor of Medicine (Miller School of Medicine, University of Miami, 1982)",American,71.0,Daniel Barry,msp,doctor,Medicine,natural science
Daniel Bursch,"Bachelor of Science in Physics (United States Naval Academy, 1979)",United States,68.0,Daniel Bursch,msp,bachelor,Science in Physics,natural science
Daniel Bursch,"Master of Science in Engineering Science (U.S. Naval Postgraduate School, 1991)",United States,68.0,Daniel Bursch,msp,,Science in Engineering Science,engineering
Daniel Bursch,"Bachelor of Science in Physics (United States Naval Academy, 1979)",United States,68.0,Daniel Bursch,msp,bachelor,Science in Physics,natural science
Daniel Bursch,"Master of Science in Engineering Science (U.S. Naval Postgraduate School, 1991)",United States,68.0,Daniel Bursch,msp,,Science in Engineering Science,engineering
Daniel Bursch,"Bachelor of Science in Physics (United States Naval Academy, 1979)",United States,68.0,Daniel Bursch,msp,bachelor,Science in Physics,natural science
Daniel Bursch,"Master of Science in Engineering Science (U.S. Naval Postgraduate School, 1991)",United States,68.0,Daniel Bursch,msp,,Science in Engineering Science,engineering
Daniel Bursch,"Bachelor of Science in Physics (United States Naval Academy, 1979)",United States,68.0,Daniel Bursch,flight engineer,bachelor,Science in Physics,natural science
Daniel Bursch,"Master of Science in Engineering Science (U.S. Naval Postgraduate School, 1991)",United States,68.0,Daniel Bursch,flight engineer,,Science in Engineering Science,engineering
David Hilmers,"Bachelor of Arts degree in mathematics (summa cum laude) (Cornell College, 1972)",U.S.,75.0,David Hilmers,msp,bachelor,Arts,natural science
David Hilmers,"Master of Science degree in electrical engineering (Naval Postgraduate School, 1977)",U.S.,75.0,David Hilmers,msp,,Science,natural science
David Hilmers,"Electrical Engineer (U.S. Naval Postgraduate School, 1978)",U.S.,75.0,David Hilmers,msp,,,
David Hilmers,"Doctor of Medicine (M.D.) (Baylor College of Medicine, 1995)",U.S.,75.0,David Hilmers,msp,doctor,Medicine,natural science
David Hilmers,"Master of Science degree in Public Health (MPH) (UTHealth School of Public Health at University of Texas Health Science Center at Houston, 2002)",U.S.,75.0,David Hilmers,msp,bachelor,Science,natural science
David Hilmers,"Bachelor of Arts degree in mathematics (summa cum laude) (Cornell College, 1972)",U.S.,75.0,David Hilmers,msp,bachelor,Arts,natural science
David Hilmers,"Master of Science degree in electrical engineering (Naval Postgraduate School, 1977)",U.S.,75.0,David Hilmers,msp,,Science,natural science
David Hilmers,"Electrical Engineer (U.S. Naval Postgraduate School, 1978)",U.S.,75.0,David Hilmers,msp,,,
David Hilmers,"Doctor of Medicine (M.D.) (Baylor College of Medicine, 1995)",U.S.,75.0,David Hilmers,msp,doctor,Medicine,natural science
David Hilmers,"Master of Science degree in Public Health (MPH) (UTHealth School of Public Health at University of Texas Health Science Center at Houston, 2002)",U.S.,75.0,David Hilmers,msp,bachelor,Science,natural science
David Hilmers,"Bachelor of Arts degree in mathematics (summa cum laude) (Cornell College, 1972)",U.S.,75.0,David Hilmers,msp,bachelor,Arts,natural science
David Hilmers,"Master of Science degree in electrical engineering (Naval Postgraduate School, 1977)",U.S.,75.0,David Hilmers,msp,,Science,natural science
David Hilmers,"Electrical Engineer (U.S. Naval Postgraduate School, 1978)",U.S.,75.0,David Hilmers,msp,,,
David Hilmers,"Doctor of Medicine (M.D.) (Baylor College of Medicine, 1995)",U.S.,75.0,David Hilmers,msp,doctor,Medicine,natural science
David Hilmers,"Master of Science degree in Public Health (MPH) (UTHealth School of Public Health at University of Texas Health Science Center at Houston, 2002)",U.S.,75.0,David Hilmers,msp,bachelor,Science,natural science
David Hilmers,"Bachelor of Arts degree in mathematics (summa cum laude) (Cornell College, 1972)",U.S.,75.0,David Hilmers,msp,bachelor,Arts,natural science
David Hilmers,"Master of Science degree in electrical engineering (Naval Postgraduate School, 1977)",U.S.,75.0,David Hilmers,msp,,Science,natural science
David Hilmers,"Electrical Engineer (U.S. Naval Postgraduate School, 1978)",U.S.,75.0,David Hilmers,msp,,,
David Hilmers,"Doctor of Medicine (M.D.) (Baylor College of Medicine, 1995)",U.S.,75.0,David Hilmers,msp,doctor,Medicine,natural science
David Hilmers,"Master of Science degree in Public Health (MPH) (UTHealth School of Public Health at University of Texas Health Science Center at Houston, 2002)",U.S.,75.0,David Hilmers,msp,bachelor,Science,natural science
David Brown,"BS (College of William & Mary, 1978)",United States,46.0,David Brown,msp,bachelor,,
David Brown,"MD (Eastern Virginia Medical School, 1982)",United States,46.0,David Brown,msp,doctor,,
David Scott,"Bachelor of Science degree in military science (United States Military Academy, 1954)",United States,93.0,David Scott,pilot,bachelor,Science,natural science
David Scott,"Master of Science degree in Aeronautics/Astronautics (Massachusetts Institute of Technology, 1962)",United States,93.0,David Scott,pilot,bachelor,Science,natural science
David Scott,"Engineer in Aeronautics/Astronautics (Massachusetts Institute of Technology, 1962)",United States,93.0,David Scott,pilot,bachelor,,
David Scott,"Bachelor of Science degree in military science (United States Military Academy, 1954)",United States,93.0,David Scott,pilot,bachelor,Science,natural science
David Scott,"Master of Science degree in Aeronautics/Astronautics (Massachusetts Institute of Technology, 1962)",United States,93.0,David Scott,pilot,bachelor,Science,natural science
David Scott,"Engineer in Aeronautics/Astronautics (Massachusetts Institute of Technology, 1962)",United States,93.0,David Scott,pilot,bachelor,,
David Scott,"Bachelor of Science degree in military science (United States Military Academy, 1954)",United States,93.0,David Scott,commander,bachelor,Science,natural science
David Scott,"Master of Science degree in Aeronautics/Astronautics (Massachusetts Institute of Technology, 1962)",United States,93.0,David Scott,commander,bachelor,Science,natural science
David Scott,"Engineer in Aeronautics/Astronautics (Massachusetts Institute of Technology, 1962)",United States,93.0,David Scott,commander,bachelor,,
Dennis Anthony Tito,"Bachelor of Science in astronautics and aeronautics (New York University, 1962)",United States,85.0,Dennis Anthony Tito,tourist,bachelor,Science in astronautics and aeronautics,natural science
Dennis Anthony Tito,"Master of Science in engineering science (Rensselaer Polytechnic Institute, Hartford, Connecticut)",United States,85.0,Dennis Anthony Tito,tourist,bachelor,Science in engineering science,engineering
Dennis Anthony Tito,"Honorary Doctorate of Engineering (Rensselaer Polytechnic Institute, 2002)",United States,85.0,Dennis Anthony Tito,tourist,doctor,,
Dmitri Kondratyev,"Pilot-Engineer (Kacha Air Force Pilot School, 1990)",Russia,56.0,Dmitri Kondratyev,commander,,,
Dmitri Kondratyev,"Economist (Moscow State University for Economy, Statistics and Computer Science, 2000)",Russia,56.0,Dmitri Kondratyev,commander,bachelor,Computer Science,natural science
Dmitri Kondratyev,"Yuri A. Gagarin Air Force Academy, 2004",Russia,56.0,Dmitri Kondratyev,commander,bachelor,,
Dominic Antonelli,Bachelor of Science in aeronautics and astronautics (Massachusetts Institute of Technology),U.S.,58.0,Dominic Antonelli,pilot,bachelor,Science in aeronautics and astronautics,natural science
Dominic Antonelli,Master of Science in aeronautics and astronautics (University of Washington),U.S.,58.0,Dominic Antonelli,pilot,bachelor,Science in aeronautics and astronautics,natural science
Dominic Antonelli,Bachelor of Science in aeronautics and astronautics (Massachusetts Institute of Technology),U.S.,58.0,Dominic Antonelli,pilot,bachelor,Science in aeronautics and astronautics,natural science
Dominic Antonelli,Master of Science in aeronautics and astronautics (University of Washington),U.S.,58.0,Dominic Antonelli,pilot,bachelor,Science in aeronautics and astronautics,natural science
Donald Thomas,"Bachelor of Science in Physics (Case Western Reserve University, 1977)",American,70.0,Donald Thomas,msp,bachelor,Science in Physics,natural science
Donald Thomas,"Master of Science in Materials Science (Cornell University, 1980)",American,70.0,Donald Thomas,msp,bachelor,Science in Materials Science,natural science
Donald Thomas,"Doctorate in Materials Science (Cornell University, 1982)",American,70.0,Donald Thomas,msp,doctor,,
Donald Thomas,"Bachelor of Science in Physics (Case Western Reserve University, 1977)",American,70.0,Donald Thomas,msp,bachelor,Science in Physics,natural science
Donald Thomas,"Master of Science in Materials Science (Cornell University, 1980)",American,70.0,Donald Thomas,msp,bachelor,Science in Materials Science,natural science
Donald Thomas,"Doctorate in Materials Science (Cornell University, 1982)",American,70.0,Donald Thomas,msp,doctor,,
Donald Thomas,"Bachelor of Science in Physics (Case Western Reserve University, 1977)",American,70.0,Donald Thomas,msp,bachelor,Science in Physics,natural science
Donald Thomas,"Master of Science in Materials Science (Cornell University, 1980)",American,70.0,Donald Thomas,msp,bachelor,Science in Materials Science,natural science
Donald Thomas,"Doctorate in Materials Science (Cornell University, 1982)",American,70.0,Donald Thomas,msp,doctor,,
Donald Thomas,"Bachelor of Science in Physics (Case Western Reserve University, 1977)",American,70.0,Donald Thomas,msp,bachelor,Science in Physics,natural science
Donald Thomas,"Master of Science in Materials Science (Cornell University, 1980)",American,70.0,Donald Thomas,msp,bachelor,Science in Materials Science,natural science
Donald Thomas,"Doctorate in Materials Science (Cornell University, 1982)",American,70.0,Donald Thomas,msp,doctor,,
Donald Williams,"Bachelor of Science in mechanical engineering (Purdue University, 1964)",United States,,Donald Williams,pilot,bachelor,Science in mechanical engineering,engineering
Donald Williams,"Bachelor of Science in mechanical engineering (Purdue University, 1964)",United States,,Donald Williams,commander,bachelor,Science in mechanical engineering,engineering
Donald Peterson,"Bachelor of Science (United States Military Academy, 1955)",United States,,Donald Peterson,msp,bachelor,Science,natural science
Donald Peterson,"Master of Science (U.S. Air Force Institute of Technology, Air University, 1962)",United States,,Donald Peterson,msp,bachelor,Science,natural science
Donald McMonagle,"Bachelor of Science in astronautical engineering (United States Air Force Academy, 1974)",United States,73.0,Donald McMonagle,msp,bachelor,Science in astronautical engineering,engineering
Donald McMonagle,"Master of Science in mechanical engineering (California State University, Fresno, 1985)",United States,73.0,Donald McMonagle,msp,bachelor,Science in mechanical engineering,engineering
